Section,Folder,DD Ref,Topic,Request,Plain English (per Claude),Group Owner,Owner,DD Point of Contact,Intercom Priority,Diamond Priority,Status,LOE,Req. DG Review,GDrive Folder,GDrive Link,Template Required,Company Comments,Diamond Comments,Claude Audit Report,Output Type,Date Requested,Date Provided,Dependency,Owner Notes
14,Main,14.1,Digital Enterprise Technology,"Please provide an inventory of the type/model of all your client endpoints: laptops, desktops, mobile (please see ""IT Asset List Template"" tab).",Complete the IT Asset List Template — inventory of all company-issued hardware.,Engineering : IT,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
14,Main,14.2,Digital Enterprise Technology,"What applications are used to run core business functions (Sales, Marketing, Services/Support, HR, Financials). Are your applications SaaS, on-prem, hybrid? Provide a vendor list of software used (please see ""Software Inventory Template"" tab).",Complete the Software Inventory Template — all SaaS and on-premise apps used to run the business.,Engineering : IT,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
14,Main,14.3,Digital Enterprise Technology,"Describe any cloud environments (i.e AWS, Azure, GCP) that are used for your corp environment. Describe the purpose of use and the method of access and authentication (i.e. direct connect, VPN, bastion hosts, SSO, direct system authentication, etc.).",Describe any cloud environments (i,Engineering : IT,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
14,Main,14.4,Digital Enterprise Technology,Describe what services are used for Identity or Single Sign On (SSO) within your environment. Describe how users authenticate to a directory service or MDM.,Describe what services are used for Identity or Single Sign On (SSO) within your environment,Engineering : IT,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
14,Main,14.5,Digital Enterprise Technology,"What is the standard network technology in your offices (WAN & LAN)? (Circuit type, wired and wireless network hardware). Please provide an internal network infrastructure overview and diagrams. 
    a. How is your network accessed remotely? 
    b. If there is a VPN, please share the network design.","Provide what is the standard network technology in your offices (WAN & LAN)? (Circuit type, wired and wireless network hardware)",Engineering : IT,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
14,Main,14.6,Digital Enterprise Technology,Describe any data centers and overall management where servers and network services are provided to your employees / customers.,Describe any data centers and overall management where servers and network services are provided to your employees / customers,Engineering : IT,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 14. Integra_Main_Digital Enterprise Technology,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.1,Real Estate and Workplace,Please complete the Real Estate Template attached,"Complete the Real Estate Template — all office locations, lease terms, and square footage.",Facilities,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.2,Real Estate and Workplace,"Describe any new contracts, new leases, and new build outs in progress.","Describe any new contracts, new leases, and new build outs in progress",Facilities,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.3,Real Estate and Workplace,"Copies of all fully executed lease documents, amendments, assignments, letters of agreements, CPI adjustments, MTM, Start Date Agreements, Termination, License Agreements, Property Management Agreements, Master Service Agreements and copies of all correspondence relevant to the lease documents (Landlord changes, estoppels, SNDA's, other notices, correspondence, current and historic Operating Expense / Real Estate Tax Estimate and Reconciliation statements and correspondence, etc)","List copies of all fully executed lease documents, amendments, assignments, letters of agreements, CPI adjustments, MTM, Start Date Agreements, Termination",Facilities,Anne Pierce,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.4,Real Estate and Workplace,"Copies of all invoices for the past month associated with current leases, schedules of rent including breakdown of payment amounts, and fixed asset schedules for each of your office locations.","List copies of all invoices for the past month associated with current leases, schedules of rent including breakdown of payment amounts, and fixed...",Facilities,Anne Pierce,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.5,Real Estate and Workplace,"Please provide floor plans (CADs and pdfs), office exterior and interior photos, and a description of your office space(s) including rooftops or balconies. What are your office hours and do you have dedicated reception staff?","Provide floor plans (CADs and pdfs), office exterior and interior photos, and a description of your office space(s) including rooftops or balconies",Facilities,Lauren Cullen,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.6,Real Estate and Workplace,Listing of subtenants of your space or customers or clients using your workspace/office.,Listing of subtenants of your space or customers or clients using your workspace/office,Facilities,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.7,Real Estate and Workplace,Listing of other tenants in your building. Please provide company names.,Listing of other tenants in your building,Facilities,Lauren Cullen,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
15,Main,15.8,Real Estate and Workplace,"Do you have any special features built into your space that are critical to the team's function (Network Operations Center, Sound/Film Studio, Lab space, etc.)?","Provide do you have any special features built into your space that are critical to the team's function (Network Operations Center, Sound/Film Studio, Lab...",Facilities,Lauren Cullen,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 15. Integra_Main_Real Estate and Workplace,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.1,Global Safety & Security,"Provide any existing workspace security policies and procedures along with any audits performed, internally or externally","Provide any existing workspace security policies and procedures along with any audits performed, internally or externally",Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.2,Global Safety & Security,Provide any business impact analysis reports and the process in place to perform,Provide any business impact analysis reports and the process in place to perform,Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.3,Global Safety & Security,List common and uncommon business travel locations,List common and uncommon business travel locations,Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.4,Global Safety & Security,"Provide current contracts requiring foreign travel that have booking or security provisions already provided in the contract. (Location, provision, duration)",Provide current contracts requiring foreign travel that have booking or security provisions already provided in the contract,Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.5,Global Safety & Security,Provide any Business Continuity and Crisis Management plans,Share our Business Continuity Plan and Crisis Management Plan.,Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,false,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.6,Global Safety & Security,"For each location, provide any site risk assessments","Provide for each location, provide any site risk assessments",Engineering : Security Team,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,false,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
16,Main,16.7,Global Safety & Security,"For each location, provide any site health and safety assessments / program information","Provide for each location, provide any site health and safety assessments / program information",Engineering : Security Team,,Brandon K,,P1 — Standard,1. Not Started,,false,(Confidential) 16. Integra_Main_Global Safety & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
